llm,condition,tunnel_id,family_alternated_continuous_complex,family_regular_all_vs_complex,schema,class_name,iou
opus4.6,memory,3-1-2,continuous,regular_all,6,Background,0.254
opus4.6,memory,3-1-2,continuous,regular_all,6,K-block,0.0
opus4.6,memory,3-1-2,continuous,regular_all,6,B1-block,0.0
opus4.6,memory,3-1-2,continuous,regular_all,6,A1-block,0.0
opus4.6,memory,3-1-2,continuous,regular_all,6,A2-block,0.0
opus4.6,memory,3-1-2,continuous,regular_all,6,A3-block,0.0
opus4.6,memory,3-1-2,continuous,regular_all,6,B2-block,0.0
opus4.6,memory,3-1-3,continuous,regular_all,6,Background,0.208
opus4.6,memory,3-1-3,continuous,regular_all,6,K-block,0.0
opus4.6,memory,3-1-3,continuous,regular_all,6,B1-block,0.0
opus4.6,memory,3-1-3,continuous,regular_all,6,A1-block,0.0
opus4.6,memory,3-1-3,continuous,regular_all,6,A2-block,0.0
opus4.6,memory,3-1-3,continuous,regular_all,6,A3-block,0.0
opus4.6,memory,3-1-3,continuous,regular_all,6,B2-block,0.0
opus4.6,memory,4-1,complex,complex,7,Background,0.304
opus4.6,memory,4-1,complex,complex,7,K-block,0.0
opus4.6,memory,4-1,complex,complex,7,B1-block,0.0
opus4.6,memory,4-1,complex,complex,7,A1-block,0.0
opus4.6,memory,4-1,complex,complex,7,A2-block,0.0
opus4.6,memory,4-1,complex,complex,7,A3-block,0.0
opus4.6,memory,4-1,complex,complex,7,A4-block,0.0
opus4.6,memory,4-1,complex,complex,7,B2-block,0.0
opus4.6,memory,4-10,complex,complex,7,Background,0.324
opus4.6,memory,4-10,complex,complex,7,K-block,0.0
opus4.6,memory,4-10,complex,complex,7,B1-block,0.0
opus4.6,memory,4-10,complex,complex,7,A1-block,0.0
opus4.6,memory,4-10,complex,complex,7,A2-block,0.0
opus4.6,memory,4-10,complex,complex,7,A3-block,0.0
opus4.6,memory,4-10,complex,complex,7,A4-block,0.0
opus4.6,memory,4-10,complex,complex,7,B2-block,0.0
opus4.6,memory,4-2,complex,complex,7,Background,0.38
opus4.6,memory,4-2,complex,complex,7,K-block,0.038
opus4.6,memory,4-2,complex,complex,7,B1-block,0.0
opus4.6,memory,4-2,complex,complex,7,A1-block,0.004
opus4.6,memory,4-2,complex,complex,7,A2-block,0.001
opus4.6,memory,4-2,complex,complex,7,A3-block,0.001
opus4.6,memory,4-2,complex,complex,7,A4-block,0.001
opus4.6,memory,4-2,complex,complex,7,B2-block,0.0
opus4.6,memory,4-3,complex,complex,7,Background,0.387
opus4.6,memory,4-3,complex,complex,7,K-block,0.103
opus4.6,memory,4-3,complex,complex,7,B1-block,0.0
opus4.6,memory,4-3,complex,complex,7,A1-block,0.0
opus4.6,memory,4-3,complex,complex,7,A2-block,0.01
opus4.6,memory,4-3,complex,complex,7,A3-block,0.024
opus4.6,memory,4-3,complex,complex,7,A4-block,0.001
opus4.6,memory,4-3,complex,complex,7,B2-block,0.0
opus4.6,memory,4-4,complex,complex,7,Background,0.338
opus4.6,memory,4-4,complex,complex,7,K-block,0.0
opus4.6,memory,4-4,complex,complex,7,B1-block,0.0
opus4.6,memory,4-4,complex,complex,7,A1-block,0.0
opus4.6,memory,4-4,complex,complex,7,A2-block,0.0
opus4.6,memory,4-4,complex,complex,7,A3-block,0.0
opus4.6,memory,4-4,complex,complex,7,A4-block,0.0
opus4.6,memory,4-4,complex,complex,7,B2-block,0.0
opus4.6,memory,4-5,complex,complex,7,Background,0.432
opus4.6,memory,4-5,complex,complex,7,K-block,0.024
opus4.6,memory,4-5,complex,complex,7,B1-block,0.009
opus4.6,memory,4-5,complex,complex,7,A1-block,0.034
opus4.6,memory,4-5,complex,complex,7,A2-block,0.012
opus4.6,memory,4-5,complex,complex,7,A3-block,0.055
opus4.6,memory,4-5,complex,complex,7,A4-block,0.142
opus4.6,memory,4-5,complex,complex,7,B2-block,0.0
opus4.6,memory,4-6,complex,complex,7,Background,0.394
opus4.6,memory,4-6,complex,complex,7,K-block,0.08
opus4.6,memory,4-6,complex,complex,7,B1-block,0.002
opus4.6,memory,4-6,complex,complex,7,A1-block,0.01
opus4.6,memory,4-6,complex,complex,7,A2-block,0.034
opus4.6,memory,4-6,complex,complex,7,A3-block,0.01
opus4.6,memory,4-6,complex,complex,7,A4-block,0.033
opus4.6,memory,4-6,complex,complex,7,B2-block,0.0
opus4.6,memory,4-7,complex,complex,7,Background,0.388
opus4.6,memory,4-7,complex,complex,7,K-block,0.099
opus4.6,memory,4-7,complex,complex,7,B1-block,0.0
opus4.6,memory,4-7,complex,complex,7,A1-block,0.0
opus4.6,memory,4-7,complex,complex,7,A2-block,0.001
opus4.6,memory,4-7,complex,complex,7,A3-block,0.0
opus4.6,memory,4-7,complex,complex,7,A4-block,0.004
opus4.6,memory,4-7,complex,complex,7,B2-block,0.0
opus4.6,memory,4-8,complex,complex,7,Background,0.377
opus4.6,memory,4-8,complex,complex,7,K-block,0.098
opus4.6,memory,4-8,complex,complex,7,B1-block,0.0
opus4.6,memory,4-8,complex,complex,7,A1-block,0.0
opus4.6,memory,4-8,complex,complex,7,A2-block,0.0
opus4.6,memory,4-8,complex,complex,7,A3-block,0.042
opus4.6,memory,4-8,complex,complex,7,A4-block,0.092
opus4.6,memory,4-8,complex,complex,7,B2-block,0.0
opus4.6,memory,4-9,complex,complex,7,Background,0.431
opus4.6,memory,4-9,complex,complex,7,K-block,0.079
opus4.6,memory,4-9,complex,complex,7,B1-block,0.003
opus4.6,memory,4-9,complex,complex,7,A1-block,0.019
opus4.6,memory,4-9,complex,complex,7,A2-block,0.037
opus4.6,memory,4-9,complex,complex,7,A3-block,0.086
opus4.6,memory,4-9,complex,complex,7,A4-block,0.0
opus4.6,memory,4-9,complex,complex,7,B2-block,0.0
opus4.6,memory,5-1,complex,complex,7,Background,0.298
opus4.6,memory,5-1,complex,complex,7,K-block,0.0
opus4.6,memory,5-1,complex,complex,7,B1-block,0.0
opus4.6,memory,5-1,complex,complex,7,A1-block,0.0
opus4.6,memory,5-1,complex,complex,7,A2-block,0.0
opus4.6,memory,5-1,complex,complex,7,A3-block,0.0
opus4.6,memory,5-1,complex,complex,7,A4-block,0.0
opus4.6,memory,5-1,complex,complex,7,B2-block,0.0
opus4.6,memory,5-2,complex,complex,7,Background,0.312
opus4.6,memory,5-2,complex,complex,7,K-block,0.0
opus4.6,memory,5-2,complex,complex,7,B1-block,0.0
opus4.6,memory,5-2,complex,complex,7,A1-block,0.0
opus4.6,memory,5-2,complex,complex,7,A2-block,0.0
opus4.6,memory,5-2,complex,complex,7,A3-block,0.0
opus4.6,memory,5-2,complex,complex,7,A4-block,0.0
opus4.6,memory,5-2,complex,complex,7,B2-block,0.0
opus4.6,memory,5-3,complex,complex,7,Background,0.355
opus4.6,memory,5-3,complex,complex,7,K-block,0.0
opus4.6,memory,5-3,complex,complex,7,B1-block,0.0
opus4.6,memory,5-3,complex,complex,7,A1-block,0.0
opus4.6,memory,5-3,complex,complex,7,A2-block,0.0
opus4.6,memory,5-3,complex,complex,7,A3-block,0.0
opus4.6,memory,5-3,complex,complex,7,A4-block,0.0
opus4.6,memory,5-3,complex,complex,7,B2-block,0.0
opus4.6,memory,5-4,complex,complex,7,Background,0.338
opus4.6,memory,5-4,complex,complex,7,K-block,0.0
opus4.6,memory,5-4,complex,complex,7,B1-block,0.0
opus4.6,memory,5-4,complex,complex,7,A1-block,0.0
opus4.6,memory,5-4,complex,complex,7,A2-block,0.0
opus4.6,memory,5-4,complex,complex,7,A3-block,0.0
opus4.6,memory,5-4,complex,complex,7,A4-block,0.0
opus4.6,memory,5-4,complex,complex,7,B2-block,0.0
opus4.6,memory,5-5,complex,complex,7,Background,0.345
opus4.6,memory,5-5,complex,complex,7,K-block,0.049
opus4.6,memory,5-5,complex,complex,7,B1-block,0.005
opus4.6,memory,5-5,complex,complex,7,A1-block,0.012
opus4.6,memory,5-5,complex,complex,7,A2-block,0.014
opus4.6,memory,5-5,complex,complex,7,A3-block,0.076
opus4.6,memory,5-5,complex,complex,7,A4-block,0.055
opus4.6,memory,5-5,complex,complex,7,B2-block,0.0
opus4.6,memory,5-6,complex,complex,7,Background,0.333
opus4.6,memory,5-6,complex,complex,7,K-block,0.0
opus4.6,memory,5-6,complex,complex,7,B1-block,0.0
opus4.6,memory,5-6,complex,complex,7,A1-block,0.0
opus4.6,memory,5-6,complex,complex,7,A2-block,0.0
opus4.6,memory,5-6,complex,complex,7,A3-block,0.0
opus4.6,memory,5-6,complex,complex,7,A4-block,0.0
opus4.6,memory,5-6,complex,complex,7,B2-block,0.0
opus4.6,memory,5-7,complex,complex,7,Background,0.345
opus4.6,memory,5-7,complex,complex,7,K-block,0.0
opus4.6,memory,5-7,complex,complex,7,B1-block,0.0
opus4.6,memory,5-7,complex,complex,7,A1-block,0.0
opus4.6,memory,5-7,complex,complex,7,A2-block,0.0
opus4.6,memory,5-7,complex,complex,7,A3-block,0.0
opus4.6,memory,5-7,complex,complex,7,A4-block,0.0
opus4.6,memory,5-7,complex,complex,7,B2-block,0.0
opus4.6,memory+state,1-1,alternated,regular_all,6,Background,0.788
opus4.6,memory+state,1-1,alternated,regular_all,6,K-block,0.454
opus4.6,memory+state,1-1,alternated,regular_all,6,B1-block,0.637
opus4.6,memory+state,1-1,alternated,regular_all,6,A1-block,0.653
opus4.6,memory+state,1-1,alternated,regular_all,6,A2-block,0.461
opus4.6,memory+state,1-1,alternated,regular_all,6,A3-block,0.618
opus4.6,memory+state,1-1,alternated,regular_all,6,B2-block,0.666
opus4.6,memory+state,1-2,alternated,regular_all,6,Background,0.787
opus4.6,memory+state,1-2,alternated,regular_all,6,K-block,0.45
opus4.6,memory+state,1-2,alternated,regular_all,6,B1-block,0.622
opus4.6,memory+state,1-2,alternated,regular_all,6,A1-block,0.703
opus4.6,memory+state,1-2,alternated,regular_all,6,A2-block,0.378
opus4.6,memory+state,1-2,alternated,regular_all,6,A3-block,0.614
opus4.6,memory+state,1-2,alternated,regular_all,6,B2-block,0.66
opus4.6,memory+state,1-3,alternated,regular_all,6,Background,0.797
opus4.6,memory+state,1-3,alternated,regular_all,6,K-block,0.279
opus4.6,memory+state,1-3,alternated,regular_all,6,B1-block,0.554
opus4.6,memory+state,1-3,alternated,regular_all,6,A1-block,0.649
opus4.6,memory+state,1-3,alternated,regular_all,6,A2-block,0.408
opus4.6,memory+state,1-3,alternated,regular_all,6,A3-block,0.644
opus4.6,memory+state,1-3,alternated,regular_all,6,B2-block,0.629
opus4.6,memory+state,1-4,alternated,regular_all,6,Background,0.735
opus4.6,memory+state,1-4,alternated,regular_all,6,K-block,0.254
opus4.6,memory+state,1-4,alternated,regular_all,6,B1-block,0.319
opus4.6,memory+state,1-4,alternated,regular_all,6,A1-block,0.333
opus4.6,memory+state,1-4,alternated,regular_all,6,A2-block,0.256
opus4.6,memory+state,1-4,alternated,regular_all,6,A3-block,0.381
opus4.6,memory+state,1-4,alternated,regular_all,6,B2-block,0.287
opus4.6,memory+state,1-5,alternated,regular_all,6,Background,0.756
opus4.6,memory+state,1-5,alternated,regular_all,6,K-block,0.473
opus4.6,memory+state,1-5,alternated,regular_all,6,B1-block,0.68
opus4.6,memory+state,1-5,alternated,regular_all,6,A1-block,0.69
opus4.6,memory+state,1-5,alternated,regular_all,6,A2-block,0.653
opus4.6,memory+state,1-5,alternated,regular_all,6,A3-block,0.636
opus4.6,memory+state,1-5,alternated,regular_all,6,B2-block,0.732
opus4.6,memory+state,2-1,alternated,regular_all,6,Background,0.813
opus4.6,memory+state,2-1,alternated,regular_all,6,K-block,0.528
opus4.6,memory+state,2-1,alternated,regular_all,6,B1-block,0.685
opus4.6,memory+state,2-1,alternated,regular_all,6,A1-block,0.735
opus4.6,memory+state,2-1,alternated,regular_all,6,A2-block,0.472
opus4.6,memory+state,2-1,alternated,regular_all,6,A3-block,0.724
opus4.6,memory+state,2-1,alternated,regular_all,6,B2-block,0.713
opus4.6,memory+state,2-2,alternated,regular_all,6,Background,0.817
opus4.6,memory+state,2-2,alternated,regular_all,6,K-block,0.529
opus4.6,memory+state,2-2,alternated,regular_all,6,B1-block,0.703
opus4.6,memory+state,2-2,alternated,regular_all,6,A1-block,0.734
opus4.6,memory+state,2-2,alternated,regular_all,6,A2-block,0.487
opus4.6,memory+state,2-2,alternated,regular_all,6,A3-block,0.696
opus4.6,memory+state,2-2,alternated,regular_all,6,B2-block,0.753
opus4.6,memory+state,2-3,alternated,regular_all,6,Background,0.742
opus4.6,memory+state,2-3,alternated,regular_all,6,K-block,0.478
opus4.6,memory+state,2-3,alternated,regular_all,6,B1-block,0.593
opus4.6,memory+state,2-3,alternated,regular_all,6,A1-block,0.635
opus4.6,memory+state,2-3,alternated,regular_all,6,A2-block,0.307
opus4.6,memory+state,2-3,alternated,regular_all,6,A3-block,0.598
opus4.6,memory+state,2-3,alternated,regular_all,6,B2-block,0.63
opus4.6,memory+state,2-4,alternated,regular_all,6,Background,0.696
opus4.6,memory+state,2-4,alternated,regular_all,6,K-block,0.47
opus4.6,memory+state,2-4,alternated,regular_all,6,B1-block,0.695
opus4.6,memory+state,2-4,alternated,regular_all,6,A1-block,0.556
opus4.6,memory+state,2-4,alternated,regular_all,6,A2-block,0.506
opus4.6,memory+state,2-4,alternated,regular_all,6,A3-block,0.684
opus4.6,memory+state,2-4,alternated,regular_all,6,B2-block,0.688
opus4.6,memory+state,2-5,alternated,regular_all,6,Background,0.805
opus4.6,memory+state,2-5,alternated,regular_all,6,K-block,0.512
opus4.6,memory+state,2-5,alternated,regular_all,6,B1-block,0.72
opus4.6,memory+state,2-5,alternated,regular_all,6,A1-block,0.733
opus4.6,memory+state,2-5,alternated,regular_all,6,A2-block,0.452
opus4.6,memory+state,2-5,alternated,regular_all,6,A3-block,0.702
opus4.6,memory+state,2-5,alternated,regular_all,6,B2-block,0.719
opus4.6,memory+state,3-1-1,continuous,regular_all,6,Background,0.651
opus4.6,memory+state,3-1-1,continuous,regular_all,6,K-block,0.114
opus4.6,memory+state,3-1-1,continuous,regular_all,6,B1-block,0.377
opus4.6,memory+state,3-1-1,continuous,regular_all,6,A1-block,0.432
opus4.6,memory+state,3-1-1,continuous,regular_all,6,A2-block,0.164
opus4.6,memory+state,3-1-1,continuous,regular_all,6,A3-block,0.314
opus4.6,memory+state,3-1-1,continuous,regular_all,6,B2-block,0.302
opus4.6,memory+state,3-1-2,continuous,regular_all,6,Background,0.716
opus4.6,memory+state,3-1-2,continuous,regular_all,6,K-block,0.214
opus4.6,memory+state,3-1-2,continuous,regular_all,6,B1-block,0.063
opus4.6,memory+state,3-1-2,continuous,regular_all,6,A1-block,0.041
opus4.6,memory+state,3-1-2,continuous,regular_all,6,A2-block,0.151
opus4.6,memory+state,3-1-2,continuous,regular_all,6,A3-block,0.041
opus4.6,memory+state,3-1-2,continuous,regular_all,6,B2-block,0.07
opus4.6,memory+state,3-1-3,continuous,regular_all,6,Background,0.532
opus4.6,memory+state,3-1-3,continuous,regular_all,6,K-block,0.098
opus4.6,memory+state,3-1-3,continuous,regular_all,6,B1-block,0.199
opus4.6,memory+state,3-1-3,continuous,regular_all,6,A1-block,0.093
opus4.6,memory+state,3-1-3,continuous,regular_all,6,A2-block,0.251
opus4.6,memory+state,3-1-3,continuous,regular_all,6,A3-block,0.1
opus4.6,memory+state,3-1-3,continuous,regular_all,6,B2-block,0.09
opus4.6,memory+state,4-1,complex,complex,7,Background,0.371
opus4.6,memory+state,4-1,complex,complex,7,K-block,0.085
opus4.6,memory+state,4-1,complex,complex,7,B1-block,0.0
opus4.6,memory+state,4-1,complex,complex,7,A1-block,0.0
opus4.6,memory+state,4-1,complex,complex,7,A2-block,0.092
opus4.6,memory+state,4-1,complex,complex,7,A3-block,0.064
opus4.6,memory+state,4-1,complex,complex,7,A4-block,0.113
opus4.6,memory+state,4-1,complex,complex,7,B2-block,0.0
opus4.6,memory+state,4-10,complex,complex,7,Background,0.417
opus4.6,memory+state,4-10,complex,complex,7,K-block,0.253
opus4.6,memory+state,4-10,complex,complex,7,B1-block,0.036
opus4.6,memory+state,4-10,complex,complex,7,A1-block,0.125
opus4.6,memory+state,4-10,complex,complex,7,A2-block,0.254
opus4.6,memory+state,4-10,complex,complex,7,A3-block,0.105
opus4.6,memory+state,4-10,complex,complex,7,A4-block,0.054
opus4.6,memory+state,4-10,complex,complex,7,B2-block,0.0
opus4.6,memory+state,4-2,complex,complex,7,Background,0.412
opus4.6,memory+state,4-2,complex,complex,7,K-block,0.218
opus4.6,memory+state,4-2,complex,complex,7,B1-block,0.003
opus4.6,memory+state,4-2,complex,complex,7,A1-block,0.182
opus4.6,memory+state,4-2,complex,complex,7,A2-block,0.134
opus4.6,memory+state,4-2,complex,complex,7,A3-block,0.055
opus4.6,memory+state,4-2,complex,complex,7,A4-block,0.025
opus4.6,memory+state,4-2,complex,complex,7,B2-block,0.0
opus4.6,memory+state,4-3,complex,complex,7,Background,0.544
opus4.6,memory+state,4-3,complex,complex,7,K-block,0.086
opus4.6,memory+state,4-3,complex,complex,7,B1-block,0.069
opus4.6,memory+state,4-3,complex,complex,7,A1-block,0.189
opus4.6,memory+state,4-3,complex,complex,7,A2-block,0.161
opus4.6,memory+state,4-3,complex,complex,7,A3-block,0.142
opus4.6,memory+state,4-3,complex,complex,7,A4-block,0.174
opus4.6,memory+state,4-3,complex,complex,7,B2-block,0.0
opus4.6,memory+state,4-4,complex,complex,7,Background,0.429
opus4.6,memory+state,4-4,complex,complex,7,K-block,0.155
opus4.6,memory+state,4-4,complex,complex,7,B1-block,0.002
opus4.6,memory+state,4-4,complex,complex,7,A1-block,0.034
opus4.6,memory+state,4-4,complex,complex,7,A2-block,0.049
opus4.6,memory+state,4-4,complex,complex,7,A3-block,0.063
opus4.6,memory+state,4-4,complex,complex,7,A4-block,0.061
opus4.6,memory+state,4-4,complex,complex,7,B2-block,0.0
opus4.6,memory+state,4-5,complex,complex,7,Background,0.632
opus4.6,memory+state,4-5,complex,complex,7,K-block,0.138
opus4.6,memory+state,4-5,complex,complex,7,B1-block,0.127
opus4.6,memory+state,4-5,complex,complex,7,A1-block,0.115
opus4.6,memory+state,4-5,complex,complex,7,A2-block,0.391
opus4.6,memory+state,4-5,complex,complex,7,A3-block,0.121
opus4.6,memory+state,4-5,complex,complex,7,A4-block,0.075
opus4.6,memory+state,4-5,complex,complex,7,B2-block,0.0
opus4.6,memory+state,4-6,complex,complex,7,Background,0.459
opus4.6,memory+state,4-6,complex,complex,7,K-block,0.309
opus4.6,memory+state,4-6,complex,complex,7,B1-block,0.0
opus4.6,memory+state,4-6,complex,complex,7,A1-block,0.007
opus4.6,memory+state,4-6,complex,complex,7,A2-block,0.023
opus4.6,memory+state,4-6,complex,complex,7,A3-block,0.004
opus4.6,memory+state,4-6,complex,complex,7,A4-block,0.061
opus4.6,memory+state,4-6,complex,complex,7,B2-block,0.0
opus4.6,memory+state,4-7,complex,complex,7,Background,0.675
opus4.6,memory+state,4-7,complex,complex,7,K-block,0.233
opus4.6,memory+state,4-7,complex,complex,7,B1-block,0.179
opus4.6,memory+state,4-7,complex,complex,7,A1-block,0.199
opus4.6,memory+state,4-7,complex,complex,7,A2-block,0.097
opus4.6,memory+state,4-7,complex,complex,7,A3-block,0.164
opus4.6,memory+state,4-7,complex,complex,7,A4-block,0.267
opus4.6,memory+state,4-7,complex,complex,7,B2-block,0.0
opus4.6,memory+state,4-8,complex,complex,7,Background,0.674
opus4.6,memory+state,4-8,complex,complex,7,K-block,0.088
opus4.6,memory+state,4-8,complex,complex,7,B1-block,0.239
opus4.6,memory+state,4-8,complex,complex,7,A1-block,0.285
opus4.6,memory+state,4-8,complex,complex,7,A2-block,0.194
opus4.6,memory+state,4-8,complex,complex,7,A3-block,0.16
opus4.6,memory+state,4-8,complex,complex,7,A4-block,0.248
opus4.6,memory+state,4-8,complex,complex,7,B2-block,0.0
opus4.6,memory+state,4-9,complex,complex,7,Background,0.377
opus4.6,memory+state,4-9,complex,complex,7,K-block,0.157
opus4.6,memory+state,4-9,complex,complex,7,B1-block,0.013
opus4.6,memory+state,4-9,complex,complex,7,A1-block,0.045
opus4.6,memory+state,4-9,complex,complex,7,A2-block,0.054
opus4.6,memory+state,4-9,complex,complex,7,A3-block,0.002
opus4.6,memory+state,4-9,complex,complex,7,A4-block,0.007
opus4.6,memory+state,4-9,complex,complex,7,B2-block,0.0
opus4.6,memory+state,5-1,complex,complex,7,Background,0.734
opus4.6,memory+state,5-1,complex,complex,7,K-block,0.225
opus4.6,memory+state,5-1,complex,complex,7,B1-block,0.057
opus4.6,memory+state,5-1,complex,complex,7,A1-block,0.163
opus4.6,memory+state,5-1,complex,complex,7,A2-block,0.176
opus4.6,memory+state,5-1,complex,complex,7,A3-block,0.086
opus4.6,memory+state,5-1,complex,complex,7,A4-block,0.091
opus4.6,memory+state,5-1,complex,complex,7,B2-block,0.0
opus4.6,memory+state,5-2,complex,complex,7,Background,0.41
opus4.6,memory+state,5-2,complex,complex,7,K-block,0.172
opus4.6,memory+state,5-2,complex,complex,7,B1-block,0.0
opus4.6,memory+state,5-2,complex,complex,7,A1-block,0.227
opus4.6,memory+state,5-2,complex,complex,7,A2-block,0.1
opus4.6,memory+state,5-2,complex,complex,7,A3-block,0.1
opus4.6,memory+state,5-2,complex,complex,7,A4-block,0.035
opus4.6,memory+state,5-2,complex,complex,7,B2-block,0.0
opus4.6,memory+state,5-3,complex,complex,7,Background,0.425
opus4.6,memory+state,5-3,complex,complex,7,K-block,0.264
opus4.6,memory+state,5-3,complex,complex,7,B1-block,0.0
opus4.6,memory+state,5-3,complex,complex,7,A1-block,0.006
opus4.6,memory+state,5-3,complex,complex,7,A2-block,0.225
opus4.6,memory+state,5-3,complex,complex,7,A3-block,0.03
opus4.6,memory+state,5-3,complex,complex,7,A4-block,0.03
opus4.6,memory+state,5-3,complex,complex,7,B2-block,0.0
opus4.6,memory+state,5-4,complex,complex,7,Background,0.445
opus4.6,memory+state,5-4,complex,complex,7,K-block,0.206
opus4.6,memory+state,5-4,complex,complex,7,B1-block,0.001
opus4.6,memory+state,5-4,complex,complex,7,A1-block,0.012
opus4.6,memory+state,5-4,complex,complex,7,A2-block,0.121
opus4.6,memory+state,5-4,complex,complex,7,A3-block,0.024
opus4.6,memory+state,5-4,complex,complex,7,A4-block,0.041
opus4.6,memory+state,5-4,complex,complex,7,B2-block,0.0
opus4.6,memory+state,5-5,complex,complex,7,Background,0.618
opus4.6,memory+state,5-5,complex,complex,7,K-block,0.247
opus4.6,memory+state,5-5,complex,complex,7,B1-block,0.297
opus4.6,memory+state,5-5,complex,complex,7,A1-block,0.309
opus4.6,memory+state,5-5,complex,complex,7,A2-block,0.124
opus4.6,memory+state,5-5,complex,complex,7,A3-block,0.192
opus4.6,memory+state,5-5,complex,complex,7,A4-block,0.196
opus4.6,memory+state,5-5,complex,complex,7,B2-block,0.0
opus4.6,memory+state,5-6,complex,complex,7,Background,0.382
opus4.6,memory+state,5-6,complex,complex,7,K-block,0.172
opus4.6,memory+state,5-6,complex,complex,7,B1-block,0.0
opus4.6,memory+state,5-6,complex,complex,7,A1-block,0.013
opus4.6,memory+state,5-6,complex,complex,7,A2-block,0.033
opus4.6,memory+state,5-6,complex,complex,7,A3-block,0.04
opus4.6,memory+state,5-6,complex,complex,7,A4-block,0.035
opus4.6,memory+state,5-6,complex,complex,7,B2-block,0.0
opus4.6,memory+state,5-7,complex,complex,7,Background,0.72
opus4.6,memory+state,5-7,complex,complex,7,K-block,0.096
opus4.6,memory+state,5-7,complex,complex,7,B1-block,0.405
opus4.6,memory+state,5-7,complex,complex,7,A1-block,0.258
opus4.6,memory+state,5-7,complex,complex,7,A2-block,0.199
opus4.6,memory+state,5-7,complex,complex,7,A3-block,0.219
opus4.6,memory+state,5-7,complex,complex,7,A4-block,0.188
opus4.6,memory+state,5-7,complex,complex,7,B2-block,0.0
opus4.6,memory+state+knowledge,1-1,alternated,regular_all,6,Background,0.794
opus4.6,memory+state+knowledge,1-1,alternated,regular_all,6,K-block,0.457
opus4.6,memory+state+knowledge,1-1,alternated,regular_all,6,B1-block,0.638
opus4.6,memory+state+knowledge,1-1,alternated,regular_all,6,A1-block,0.639
opus4.6,memory+state+knowledge,1-1,alternated,regular_all,6,A2-block,0.463
opus4.6,memory+state+knowledge,1-1,alternated,regular_all,6,A3-block,0.663
opus4.6,memory+state+knowledge,1-1,alternated,regular_all,6,B2-block,0.667
opus4.6,memory+state+knowledge,1-2,alternated,regular_all,6,Background,0.783
opus4.6,memory+state+knowledge,1-2,alternated,regular_all,6,K-block,0.462
opus4.6,memory+state+knowledge,1-2,alternated,regular_all,6,B1-block,0.634
opus4.6,memory+state+knowledge,1-2,alternated,regular_all,6,A1-block,0.72
opus4.6,memory+state+knowledge,1-2,alternated,regular_all,6,A2-block,0.383
opus4.6,memory+state+knowledge,1-2,alternated,regular_all,6,A3-block,0.61
opus4.6,memory+state+knowledge,1-2,alternated,regular_all,6,B2-block,0.66
opus4.6,memory+state+knowledge,1-3,alternated,regular_all,6,Background,0.776
opus4.6,memory+state+knowledge,1-3,alternated,regular_all,6,K-block,0.519
opus4.6,memory+state+knowledge,1-3,alternated,regular_all,6,B1-block,0.698
opus4.6,memory+state+knowledge,1-3,alternated,regular_all,6,A1-block,0.688
opus4.6,memory+state+knowledge,1-3,alternated,regular_all,6,A2-block,0.511
opus4.6,memory+state+knowledge,1-3,alternated,regular_all,6,A3-block,0.681
opus4.6,memory+state+knowledge,1-3,alternated,regular_all,6,B2-block,0.729
opus4.6,memory+state+knowledge,1-4,alternated,regular_all,6,Background,0.73
opus4.6,memory+state+knowledge,1-4,alternated,regular_all,6,K-block,0.133
opus4.6,memory+state+knowledge,1-4,alternated,regular_all,6,B1-block,0.451
opus4.6,memory+state+knowledge,1-4,alternated,regular_all,6,A1-block,0.457
opus4.6,memory+state+knowledge,1-4,alternated,regular_all,6,A2-block,0.35
opus4.6,memory+state+knowledge,1-4,alternated,regular_all,6,A3-block,0.546
opus4.6,memory+state+knowledge,1-4,alternated,regular_all,6,B2-block,0.384
opus4.6,memory+state+knowledge,1-5,alternated,regular_all,6,Background,0.768
opus4.6,memory+state+knowledge,1-5,alternated,regular_all,6,K-block,0.476
opus4.6,memory+state+knowledge,1-5,alternated,regular_all,6,B1-block,0.644
opus4.6,memory+state+knowledge,1-5,alternated,regular_all,6,A1-block,0.648
opus4.6,memory+state+knowledge,1-5,alternated,regular_all,6,A2-block,0.665
opus4.6,memory+state+knowledge,1-5,alternated,regular_all,6,A3-block,0.526
opus4.6,memory+state+knowledge,1-5,alternated,regular_all,6,B2-block,0.676
opus4.6,memory+state+knowledge,2-1,alternated,regular_all,6,Background,0.805
opus4.6,memory+state+knowledge,2-1,alternated,regular_all,6,K-block,0.536
opus4.6,memory+state+knowledge,2-1,alternated,regular_all,6,B1-block,0.696
opus4.6,memory+state+knowledge,2-1,alternated,regular_all,6,A1-block,0.746
opus4.6,memory+state+knowledge,2-1,alternated,regular_all,6,A2-block,0.478
opus4.6,memory+state+knowledge,2-1,alternated,regular_all,6,A3-block,0.732
opus4.6,memory+state+knowledge,2-1,alternated,regular_all,6,B2-block,0.722
opus4.6,memory+state+knowledge,2-2,alternated,regular_all,6,Background,0.83
opus4.6,memory+state+knowledge,2-2,alternated,regular_all,6,K-block,0.526
opus4.6,memory+state+knowledge,2-2,alternated,regular_all,6,B1-block,0.723
opus4.6,memory+state+knowledge,2-2,alternated,regular_all,6,A1-block,0.75
opus4.6,memory+state+knowledge,2-2,alternated,regular_all,6,A2-block,0.467
opus4.6,memory+state+knowledge,2-2,alternated,regular_all,6,A3-block,0.742
opus4.6,memory+state+knowledge,2-2,alternated,regular_all,6,B2-block,0.76
